Unnamed: 0,airline,title,date,content,rate,SeatType,AircraftType,SeatLayout,clean_content
30,air-france,"""not fly Air France again""",1st May 2016,✅ Verified Review |  It was actually Air France Business Class. We thought that these old fashioned seats has disappeared years ago in favour of the later lie flats. They are the old extra recline that we are not used to at all. Not worth the money for such antiquated seating. Sorry to say we will not fly Air France again for long haul.,1.0,Premium Economy,Boeing 777,2x3x2,w actually thought old fashioned seats disappeared years ago favour later lie flats old extra recline used worth money antiquated seating say fly
31,air-france,"""A380 seats very uncomfortable""",19th April 2016,"Air France A380 seats are very uncomfortable. This was my first and most likely only long-haul flight with Air France in 10 years. The seat cushions are too stiff and hard for a long flight. Your legs and butt start feeling numb after 2 hours, it's impossible to sleep and when you do get up to move around you will find that there's literally no space for that, either. The aisles are extremely narrow, the back of the plane allows for a maximum of 3 people standing there. The 11 hour flight almost felt like eternity. ",2.0,Economy Class,A380-800,2x4x2,seats uncomfortable first likely long years seat cushions stiff hard long flight legs start feeling numb hours impossible sleep get move find literally space aisles extremely narrow back plane allows maximum people standing hour flight almost felt eternity
32,air-france,"""a little tight""",13th February 2016,"We flew Air France Boeing 777-200 from Toronto to Bangalore via Paris. On our flight to Paris we had a window and middle seat. The aisle seat was vacant. This made the flight much more pleasant as we were able to get up when we wanted to. On the Paris to Bangalore flight we purchased the 2 seat for an additional $41 each which seemed to be a waste since we were the only ones who paid and other people that were sitting in the middle row moved to these seats. On our return we chose not to purchase these seats, unfortunately the return flights were full and we were stuck sitting at the window and middle seats. A little tight and harder to get up as they person on the aisle was always sleeping. Seat comfort is terrible, doesn't matter what airline you fly. Put a few extra pillows on my bottom for more comfort.",8.0,Economy Class,Boeing 777-200,3x4x3,middle seat aisle seat vacant made flight much pleasant able get wanted flight purchased seat additional seemed waste ones paid people sitting middle row moved seats return chose purchase seats unfortunately return flights full stuck sitting window middle seats little tight harder person aisle always sleeping seat comfort terrible matter airline fly put extra pillows bottom comfort
33,air-france,"""seat was very narrow""",27th January 2016,"Seat was very narrow, and the plane was also very full. I have flown transatlantic several times, but this was the first time with Air France. I was so disappointed, I expected a wider seat.  On the return journey I chose Premium Economy and that was of course much more comfortable. The amazing thing was that the connecting flight with Air France from CDG to Heathrow had great seat pitch, with the flight taking only 45 mins.  The cabin crew were very good! I wouldn't fly with AF again.",3.0,Economy Class,Boeing 777,3x4x3,seat narrow plane also full flown transatlantic several times first time disappointed expected wider seat return journey chose premium economy course much comfortable amazing thing connecting heathrow great seat pitch flight taking mins cabin crew good fly
34,air-france,"""plenty of room""",25th January 2016,"This flight was from JFK-CDG, so I was in the seat for about 7.5 hours. I am 6'3"" (195 cm), and I had plenty of room in the seat when I wasn't reclined. The seat has a USB port, which I used to charge my phone (albeit slowly). I also learned that when a USB drive is plugged into the port, the in-flight entertainment system (IFE) can display videos on the drive. The IFE was definitely large enough, as was the tray table. The only problem I ran into was when I reclined to sleep, my knees hit the seat in front of me, which was uncomfortable. The overhead bins and underseat storage were plenty large enough for my carry on bag.",8.0,Premium Economy,Boeing 777-300ER,3x4x3,seat hours plenty room seat reclined seat usb port used charge phone slowly also learned usb drive plugged port flight entertainment system display videos drive definitely large enough tray table problem ran reclined sleep knees hit seat front uncomfortable overhead bins underseat storage plenty large enough carry bag
35,air-france,Air France customer review,24th January 2016,"The flight was an inter-European ""domestic"" flight from CDG to TXL, and as such only took about an hour and a half. Since it was a morning flight, a delicious chocolate croissant was served almost immediately after takeoff. The seat room was slightly too small (I am 6'4"" or 195 cm.), so I put my legs in the aisle to get more room (when there wasn't anyone else trying to use it).",9.0,Economy Class,A320,3x3,omestic flight cdg took hour half morning flight chocolate croissant served almost immediately takeoff seat room slightly small put legs get room else trying use
36,air-france,"""10 abreast Boeing 777""",20th January 2016,"This is the narrowest seat I have traveled in, and it is very hard. As a result it is near impossible to sleep, and becomes painful after two hours of flight. Frequent position changes are the only way to accomodate the pain. Air France cram 10 seats abreast seats in a Boeing 777 (like Emirates etc), and it is clearly perceptible in the seat and armrest width. Even the aisles are hard to navigate with a bag.",2.0,Economy Class,Boeing 777,3x4x3,narrowest seat traveled hard result impossible sleep becomes painful hours flight frequent position changes way accomodate pain seats seats clearly perceptible seat armrest width even aisles hard navigate bag
37,air-france,"""disappointed with the seats""",12th January 2016,"I must say that for the price I paid - 380 Euros-  for a return flight from Malaga to New York JFK I shouldn't be complaining at all. However I have to admit that I am a bit disappointed with the seats: they were new but small and not comfortable at all. I am 5 feet 7 inches, so not exactly a giant, but still I haven't been able to find the right position and rest properly. The screen for the infotainment was old and small too. The good news is that there was a USB socket so I have been able to charge my iPad and watch movies on a decent size screen.",5.0,Economy Class,A380,3x4x3,must say price paid return complaining however admit bit disappointed seats new small comfortable feet inches exactly giant still able find right position rest properly screen infotainment old small news socket able charge ipad watch movies decent size screen
38,air-france,"""are very comfortable""",23rd November 2015,"Good Premium Economy seat with a good tv and good storage. The seats are old, but they are very comfortable. The tv is good but it isn't very easy to touch the screen. There is a big storage, but only near to the windows, so if you aren't near to the window you haven't any storage. I was near to the window.",8.0,Premium Economy,Boeing 777-300ER,2x4x2,good economy seat good tv good storage seats old comfortable tv good easy touch screen big storage windows window storage window
39,air-france,"""the seat is hard""",3rd November 2015,The seat is a shell type setting and does not recline. You move downwards versus recline and the seat is hard and is very uncomfortable. There is a foot rest which helps but I did leave the aircraft with lower back pain as the seat positioning is awful. The leg room is fine if you want to sit upright but if you want to lower the seat forget it as the body mechanics you end up in prevent any type of comfort.,3.0,Premium Economy,Boeing 777-200,2x3x2,ype setting recline move downwards recline seat hard uncomfortable foot rest helps leave aircraft lower back pain seat positioning awful leg room fine want sit upright want lower seat forget body mechanics end type comfort
40,air-france,"""Impossible to rest neither sleep""",21st September 2015,"Buenos Aires to Paris return on Boeing 777. Seats narrow, the front seat almost on my face. Impossible to rest neither sleep. I'm 1,83m and wieght 84kgs. normal size. It so small the tray that it makes impossible to eat and the tray where they bring the meal is so tiny you can't eat. ",1.0,Economy Class,Boeing 777,3x4x3,aires return seats narrow front seat almost face impossible rest sleep wieght normal size small tray makes impossible eat tray bring meal tiny eat
41,air-france,"""Premium Economy seats are dreadful""",2nd September 2015,"Air France A380 Premium Economy seats are dreadful. They slide down and there is no recline. You will probably end up, like me and other reviewers here, with an aching back for days after and you will be very lucky to get any sleep. They offer no comfort whatsoever. I suffered this seat on an eleven hour flight. My partner is much shorter than me and she also found the seat dreadful. What on earth are you thinking of Air France to offer such a ridiculous seat for so much money? Premium economy is exactly that - a better experience, more room, more comfort and a more premium version of economy. We did not get any of this.",1.0,Premium Economy,A380,2-4-2,conomy seats dreadful slide probably end reviewers aching back days lucky get sleep offer comfort whatsoever suffered seat hour flight partner much shorter also found seat dreadful offer ridiculous seat much money premium economy exactly better experience room comfort version economy
42,air-france,"""seat recline was horrible""",28th August 2015,"This is the first time I fly with Air France for a long haul flight from France to Indonesia because they offered a very attractive price comparing to the airlines I usually take (Emirates and Qatar Airways). After reading the reviews before flying on this website, I was scared. But then the nightmare really did come to reality! The seat recline was horrible, and I could not really sleep during a 12 hours flight from CDG Paris to Kuala Lumpur (transit). I also felt that the seat was narrower than KLM's. Luckily the air crews were very nice and always offer water to the passengers. Since this is the old Boeing 777-200, the entertainment system was old too and offered a very limited choices. I chose a vegetarian meal, and I must say they were not the best. Toilets did not offer too many things, but they were quite clean.",5.0,Economy Class,Boeing 777-200,3x4x3,st time offered attractive price comparing airlines usually take reading reviews flying website scared nightmare really come reality seat horrible could really sleep hours transit also felt seat narrower klm luckily air crews nice always offer water passengers old entertainment system old offered limited choices chose vegetarian meal must say best toilets offer many things quite clean
43,air-france,"""seat does not recline""",6th August 2015,"The design is a capsule where the seat does not recline but slides down in a fixed position and while you gain no comfort from this shift, you lose leg room as the capsule moves into your available leg room.  The other issue is that there are inadequate toilets with wait times of 30 minutes or longer as the line of passengers grows and the wait becomes painful. Things like having no place to put your coat, the lack of adequate toilet facilities and the rediculat but expensive capsule seats in premium economy make this a costly and uncomfortable option.",3.0,Premium Economy,Boeing 777,Premium Economy,seat slides fixed position gain comfort shift lose leg room capsule moves available leg room issue inadequate toilets wait times minutes longer line passengers grows wait becomes painful things place put coat lack adequate toilet facilities rediculat expensive capsule seats premium economy make costly uncomfortable option
44,air-france,"""knees often banged the seat in front""",30th June 2015,"SIN-CDG and back on Air France economy class. Decent in flight entertainment,  no flight delays. Leg room is little, and my knees often banged the seat in front of me, seat is too narrow, I ended up rubbing shoulders with other passengers whenever we moved about our seats.",6.0,Economy Class,Boeing 777,3x4x3,sin back decent flight entertainment flight delays leg room little knees often banged seat front seat narrow ended rubbing shoulders passengers whenever moved seats
45,air-france,"""a really good surprise""",11th June 2015,"I'm not used to travelling with Air France and it has been a really good surprise for me when I discovered the new cabin! The seats are well designed, the headrests are covered with leather, there is an individual pillow (which is aesthetically pleasant) for each seat and the legroom is quite good (I'm tall). But the most impressive thing is the HD screen! In Economy Class, having a such beautiful screen is uncommon. The seat recline is not the best I have known but that's correct. I really appreciated the service and I love the new brand image, built on the French values (the safety video is adorable). I do recommend this airline for a long-haul flight!",10.0,Economy Class,Boeing 777-300,3x4x3,used travelling really good surprise discovered new cabin seats well designed headrests covered leather individual pillow aesthetically pleasant seat legroom quite good tall impressive thing hd screen economy class beautiful screen uncommon seat best known correct really appreciated service love new brand image built french values safety video adorable recommend airline long haul flight
46,air-france,"""legroom is absolutely dazzling""",10th May 2015,This was great! I flew LAX-CDG and back and liked it a lot. I mean the legroom is absolutely dazzling and the seat recline was great (well I'm short) and the shell seat is great because you don't have to have the seat in front of you in your face. If you feel like you're not lucky to be in this small cabin (the upper deck one is the only one on the plane) look at the economy passengers behind you! I felt like how low the seats were made it so that it was a bit difficult to view the screen. But this was hardly noticeable. Again I'm short!,9.0,Premium Economy,AIRBUS A380,2x3x2,great flew back liked lot mean legroom absolutely dazzling seat recline great short shell seat great seat front face feel lucky small cabin upper deck plane look economy passengers felt low seats made bit difficult view screen hardly noticeable short
47,air-france,"""leg rest is painful""",10th May 2015,LAX to CDG was hell! These seats do not recline forcing the weight of your body to rest on your bottom. The leg rest is painful too small poor design. The thigh support does not come up high enough to touch your thighs making it worthless. On the return flight I put a carry on under the seat in front in front of me and used it as a foot rest. I would rather have a seat that reclined and deal with the seat in front of me intruding into my space. The premium economy seats share a bathroom with economy making for long waits.,1.0,Premium Economy,AIRBUS A380,2x4x2,seats recline forcing weight body rest bottom leg rest painful small poor design thigh support come high enough touch thighs making worthless return flight put carry seat front front used foot rest would rather seat reclined deal seat front intruding space premium economy seats share bathroom economy making long waits
48,air-france,"""makes sleeping very difficult""",10th May 2015,Everything about the PE seats on AF from CDG-BKK is very good from lounge access with air mile points to priority boarding dedicated check-in desks food movie entertainment size of seats etc. Mind the red wine can be very poor. The big issue is the seat recline which is virtually non-existent and less than most airlines economy which makes sleeping very difficult as you are bolt upright.,4.0,Premium Economy,BOEING 777,2x4x2,seats bkk good lounge access mile points priority boarding dedicated check desks food entertainment size seats mind red wine poor big issue seat virtually non existent less airlines economy makes sleeping difficult bolt upright
49,air-france,"""found the seating as comfortable""",29th March 2015,"Sat in seats 46G and 46H on AF 0642 Orly to St. Denis Réunion (RUN) and was pleasantly surprised after reading some bad reviews. My perceptions of the level of comfort may be slightly different as I am 5' 1"" and was seated next to a small child however my husband (5' 11"") also found the seating as comfortable as on economy class on any other scheduled European airline. This row is immediately behind the one behind a bulkhead (i.e. behind the row often given to families - we were lucky to have a quiet family in front who slept as well as we did). Passengers on those rows generally do not recline their seats so much due to the extra space in front of them consequently we in turn did not feel so trapped in our seats as passengers further back may have done - our seats did not recline as much as some on other aircraft but we did not find this a problem. Worth mentioning that the food was excellent too!",8.0,Economy Class,BOEING 777-300,3x4x3,seats g h orly run pleasantly surprised reading bad reviews perceptions level comfort may slightly different seated next small child however husband also found seating comfortable economy class scheduled european row immediately bulkhead row often given families lucky quiet family front slept well passengers rows generally recline seats much due extra space front consequently turn feel trapped seats passengers back may done seats recline much aircraft find problem worth mentioning food excellent
50,air-france,"""the most uncomfortable seat""",21st February 2015,We flew CDG to SGL and then EZE to CDG the same torture unbelievable. This was unfortunately the most uncomfortable seat I sat in on a long haul flight. The seat looks good on the website when first looking at it. Air France makes its Premium Economy a real additional class. There are fewer seats per row. The seat is designed so that you have real isolated private space. You also have quite a lot legroom. Unfortunately the design of the seat itself is an outright disaster. The seat area itself is way too short even for short people. The seat hardly reclines at all. The footrest leaves your feet in an awkward cramped position if you do not happen to be extremely short - shorter than 160 cm like me. However not using the footrest will have your feet dangling in mid air. There is a leg rest that you can swing out but since the seat is too short it will hardly support anything. The seat is a disaster or an overnight long haul flight. Air France should feel ashamed charging extra for these seats. And it is not peanuts for us it was almost the double compared to Economy class fare.,1.0,Premium Economy,BOEING 777-300ER,2x4x2,orture unbelievable unfortunately uncomfortable seat sat long flight seat looks good website first looking makes premium economy real additional class fewer seats row seat designed real isolated private space also quite lot legroom unfortunately design seat outright disaster seat area way short even short people seat hardly reclines footrest leaves feet awkward cramped position happen extremely short shorter however using footrest feet dangling mid air leg rest swing seat short hardly support seat disaster long haul flight feel ashamed charging extra seats peanuts almost double compared economy class fare
51,air-france,"""decent legroom but very uncomfortable""",7th February 2015,"Decent legroom but very uncomfortable. I had high hopes with it being my first flight on the A380 and it being a large modern aircraft. The recline was almost non-existent. Also I really couldn't understand how the tv screen could be so badly designed. I'm an average height guy around 5'10"" but couldn't see the screen properly when the seat in front wasn't reclined. Anyone shorter would see nothing. Who designed these things?",6.0,Economy Class,AIRBUS A380,3x4x3,cent legroom uncomfortable high hopes first flight large modern aircraft almost non existent also really understand tv screen could badly designed average height guy see screen properly seat front reclined shorter would see designed things
52,air-france,"""the most uncomfortable seat""",2nd February 2015,This was unfortunately the most uncomfortable seat that I ever sat in on any long haul flight. The seat looks very good on the website as well as when first looking at it for real. Air France makes its Premium Economy a real additional class. There are fewer seats per row (2x3x2 as opposed to 2x4x2) and the Video Screen is much larger. There are better headphones than in Economy and the seat is designed so that you have real isolated private space. You also have quite a lot legroom. Unfortunately the design of the seat itself is an outright disaster. The seat area itself is way too short even for normal sized people. The seat does hardly recline at all. The footrest leaves your feet in an awkward cramped position if you do not happen to be very small. However not using the footrest will have your feat dangling in mid air. There is a leg rest that you can swing out but since the seat is to short it will hardly support anything. The whole seat design feels strangely like a business class seat for small children. Because of the legroom the good entertainment system and the private space this seat is probably an option for a day flight where seating comfort does not matter much. For an overnight long haul it is just a disaster.,2.0,Premium Economy,AIRBUS A340,2x3x2,unfortunately uncomfortable seat ever sat long haul flight seat looks good website well first looking real air makes premium economy real additional class fewer seats row opposed video screen much larger better headphones economy seat designed real isolated private space also quite lot legroom unfortunately design seat outright disaster seat area way short even normal sized people seat hardly recline footrest leaves feet awkward cramped position happen small however using footrest feat dangling mid air leg rest swing seat short hardly support whole seat design feels strangely business class seat small children legroom good entertainment system private space seat probably option day flight comfort matter much overnight long haul disaster
53,air-france,"""almost no recline or legroom""",2nd February 2015,Seat number 30A the last row of this particular section meaning almost no recline or legroom. A very old upholstery and more uncomfortable than other European carriers and Asian airlines. I had booked another seat during booking.,1.0,Economy Class,BOEING 777-300,3x4x3,seat number last row particular section meaning almost recline legroom old upholstery uncomfortable european carriers airlines booked seat booking
54,air-france,"""was able to sleep comfortably""",27th January 2015,"I flew in Premium Economy from LAX to CDG. I agree that the recline on these seats is not great but the width of the seat and the fact that no one reclines their seat into your lap was worth the extra money. I was able to sleep comfortably for the majority of the flight. My husband is 5""10 and was able to stretch out and sleep comfortably in the seat. The service was great. Flight attendants were attentive but not bothersome. We were on the upper deck which felt cozy with easy access to the snack bar and bathrooms. Food and wine with dinner was good. Breakfast was satisfactory also. Also enjoyed not having to wake my spouse in order to get into the aisle. Would definitely fly Air France premium economy again.",10.0,Premium Economy,AIRBUS A380,2x4x2,conomy agree recline seats great width seat fact reclines seat lap worth extra money able sleep comfortably majority flight husband able stretch sleep comfortably seat service great flight attendants attentive bothersome upper deck felt cozy easy access snack bar bathrooms food wine dinner good breakfast satisfactory also also enjoyed wake spouse order get aisle would definitely fly
55,air-france,"""Thoroughly disappointed""",19th November 2014,The PTV screen is not even aligned to my seat. Water is almost never served even when asked for a glass of water the request seems to be forgotten. Return flight got canceled thanks to the famous Air France strike with no accessible customer service to follow up with and we have not heard back from them on a refund even though we have written to them. First and last time flying with them. Thoroughly disappointed. Very uncomfortable seats as well.,1.0,Economy Class,BOEING 777,3x4x3,screen even aligned seat water almost never served even asked glass water request seems forgotten return flight got canceled thanks famous strike accessible customer service follow heard back refund even written first last time flying thoroughly disappointed uncomfortable seats well
56,air-france,"""legroom is horrible""",19th November 2014,Legroom is horrible the worst ever for international 7 hour flight. Will not fly Air France again.,3.0,Economy Class,BOEING 777-200,3x4x3,legroom horrible worst ever international hour flight
57,air-france,"""was much too slim""",19th November 2014,I flew with TXL-CDG and the flight was okay. Non reclinable seat was ok but it was much too slim which means that I was able to feel on my back when the person behind me flods up the table. So when you are having bad luck and the person behind you is very tall you will feel knees in your back.,6.0,Economy Class,AIRBIS A318,3x3,lew okay non reclinable seat much slim means able feel back person flods table bad luck person tall feel knees back
58,air-france,"""the worst seats ever""",6th August 2014,We tried these seats for the first time flying CDG-ATL. Big mistake and we can say these are the worst seats ever. There is no recline and the seats are rock hard. Service and food is the same as regular economy.,3.0,Premium Economy,BOEING 777-200,2x4x2,seats first time flying cdg big mistake say worst seats ever recline seats rock hard service food regular economy
59,air-france,"""the most uncomfortable seats""",2nd August 2014,These were the most uncomfortable seats we have sat in. I am horrified that I paid close to $1000.00 extra for 1 way to be this uncomfortable. I challenge the Air France executives and design engineers to travel 10 hours in these seats it was literally equivalent to torture.,10.0,Premium Economy,AIRBUS A380,3x4x3,uncomfortable seats sat paid close extra way uncomfortable challenge executives design engineers travel hours seats literally equivalent torture
60,air-france,"""could not have been happier""",30th July 2014,Seat 81L. This is an exit row had more space than a Business Class seat. AF has allowed me to book a seat prior to the flight being opened for online check in. Beverage & meal services were outstanding considering the class of service. Could not have been happier or more comfortable on this 10.5hr flight: LAX-CDG.,10.0,Premium Economy,AIRBUS A380,2x4x2,seat l exit row space business class seat book seat prior flight opened online check beverage meal services outstanding considering class service could happier comfortable flight
61,air-france,"""very limited recline""",25th July 2014,The hard shell seats were very uncomfortable with very limited recline. In addition the premium economy cabin was in very poor condition with obvious wear and tear that compromised some seat functions (such as the leg rest). The 8-across seating meant the seats were very narrow -- virtually the same width as the economy class cabin. In addition on two separate long-haul flights one of the two toilets was not working.,3.0,Premium Economy,BOEING 777,2x3x2,seats uncomfortable limited recline addition premium economy cabin poor condition obvious wear tear compromised seat functions leg rest seating meant seats narrow virtually width economy class cabin addition separate long haul flights toilets working
62,air-france,"""the worst seat I've ever experienced""",24th July 2014,I flew with Air France from San Francisco to Paris. The premium economy seat on this flight is the worst seat I've ever experienced. No recline the seat just drops a few inches when you push the recline button. Also the seat is hard as a rock; it's more comfortable to sit on a park-bench. To add insult to injury the entertainment-screen did not work.,3.0,Premium Economy,BOEING 777,2x3x2,conomy seat flight worst seat ever experienced recline seat drops inches push recline button also seat hard rock comfortable bench add entertainment screen work
63,air-france,"""impossible to adjust the seat""",24th July 2014,"The seat did not actually recline it sort of slid down and the front edge of the bottom seat cushion moved forward. However it didn't reach a position which was comfortable. The ""footrest"" was terrible it was really a ""legrest"" that only extended about 2/3 the way from my knees to my ankles but all it did was press against my calves and cut off the circulation. It was also difficult to put back had to press hard against it with my legs while pushing a button on the inside arm of the seat. The table which was stored in the seat arm did not slide forward enough to provide room between it and my stomach - I'm not particularly large so I don't know how someone who is heavier would even manage to use the table. I had to have the seat completely in the upright position to be able to use the table at all and it was rather awkward trying to eat with it that close. Also the seat adjustment buttons are right under where the table hinges so it's essentially impossible to adjust the seat when the table is out. We were sitting in the first row on the right side of the plane so had lots of legroom; I give the normal seats 4 of 5 based on my observation but I'm not very tall so don't need a lot of legroom. The video screen was in the other arm of the seat position when out was OK but not great a little low and of course off center.",3.0,Premium Economy,AIRBUS A380,2x3x2,actually recline sort slid front edge bottom seat cushion moved forward however reach position comfortable footrest terrible really legrest extended way knees press calves cut circulation also difficult put back press hard legs pushing button arm seat table stored seat arm slide forward enough provide room stomach particularly large know heavier would even manage use table seat completely upright position able use table rather awkward trying eat close also seat adjustment buttons right table hinges essentially impossible adjust seat table sitting first row right side plane lots legroom give normal seats based observation tall need lot legroom video screen arm seat position great little low course center
64,air-france,"""customer service was non-existent""",24th July 2014,Not close to worth the added expense. As noted in other posts the seats are rock-hard and the recline feature is either not functioning or awkward and uncomfortable. On both A380 and 777 they looked good from a distance but showed incredible wear and inattention to maintenance. In a word shabby. Customer service was nonexistent as to seat selection and my wife and I were arbitrarily separated on both LAX-CDG and return. No one could do anything about it despite requests weeks before the flights days before flights or at check-in. The only real benefit was the priority boarding but I'd rather save my money and upgrade to business. This is no alternative.,2.0,Premium Economy,AIRBUS A380,2x3x2,close worth added expense noted posts seats rock hard recline feature functioning awkward uncomfortable looked good distance showed incredible wear inattention maintenance word shabby customer service nonexistent seat selection wife arbitrarily separated cdg return could requests weeks flights days flights check real benefit priority boarding rather save money upgrade business alternative
65,air-france,"""hardly any recline""",11th March 2014,"Adequate width. Hardly any recline. Seat bsase moves forward slightly and back rest moves with it to provide a minimum but not a comfortable amount. Lower part of seat doubles as a rest for upper legs (activated by button on seat). Base of seat in front has foot rest. However the seats are so close together than when the seat is in the reclined position and the leg rest raised it is impossible- even to rest feet on for rest as it is too close. I am of short stature and I was unable to sit comfortably for this reason. I found it necessary either to have my feet supported which led to fatigue in the upper legs or to have my upper legs supported meaning that my feet were ""dangling"". Sleep was possible but only just. Lights from other passenger´ seats and screens is very intrusive and impedes sleep. Everything is very close together giving no sense of privacy. The seat rows are so close that anyone sitting away from the aisle can only exit if the passenger on the aisle seat moves which is inconvenient for all. Unlike other reviewers I did not suffer any back pain or other serious discomfort but did not feel rested. The seat I had originally been assigned to was broken- the lower left rest disengaged and rose immediately I sat down - the latching mechanism was defective. This problem could not be sorted out before departure. However I was able to move to the next seat in the row. If this had not been the case then I suspect I would not have been allowed to use the seat during take off and landing since I could not sit in the ""upright"" position. Also the raised footrest would have impeded exit of the passenger sitting in the middle seat posing a safety hazard. The seats appeared to be superior to the economy seats as far as the width was concerned. However I do not consider the extra cost to be justified. The price differential compared to what is on offer is far higher than e.g. from economy to business.",2.0,Premium Economy,BOEING 777-300ER,2x4x2,adequate width hardly recline seat bsase moves forward slightly back rest moves provide minimum comfortable amount lower part seat doubles rest upper legs activated button seat base seat front foot rest however seats close together seat reclined position leg rest raised impossible even rest feet rest close short stature unable sit comfortably reason found necessary feet supported led fatigue upper legs legs supported meaning feet dangling sleep possible lights passenger seats screens intrusive impedes sleep close together giving sense privacy seat rows close sitting away aisle exit passenger aisle seat moves inconvenient reviewers suffer pain serious discomfort feel rested seat originally assigned broken lower left rest disengaged rose immediately sat latching mechanism defective problem could sorted departure however able move next seat row case suspect would allowed use seat take landing could sit upright position also raised footrest would impeded exit passenger sitting middle seat posing safety hazard seats appeared superior economy seats far width concerned however consider extra cost justified price differential compared offer far higher e g economy business
66,air-france,"""service was almost non-existent""",3rd March 2014,After 40 years of intensive international travel I can safely say that these are the worst seats I have ever had the misfortune to occupy. In addition to which the service was almost non-existent and definitely not worth the premium price over a regular Y Class seat.,1.0,Premium Economy,BOEING 777-300ER,2x3x2,years intensive international travel safely say worst seats ever misfortune addition service almost non existent definitely worth premium price regular class seat
67,air-france,"""seats are hard""",10th January 2014,Seat 91k is a seat plus beside the more available legroom I do not know what the plus stands for. Seats are hard to hard actually and narrow but this is what you get in coach class.,3.0,Economy Class,AIRBUS A380,2x4x2,seat seat available legroom know stands seats hard hard actually narrow get coach class
68,air-france,"""very little leg room""",6th January 2014,11 hour flight from Paris to Mauritius the seats were rock hard and very little leg room to move about in. IFE system was very bad and broken. The stewardess couldn't fix my screen so I had to basically spend 10 hours not being able to sleep or entertain myself.,1.0,Economy Class,BOEING 777-300,3x4x3,hard little leg room move ife system bad broken stewardess fix screen basically spend hours able sleep
69,air-france,"""these are better than economy seats""",3rd January 2014,Let's start with the fact that these are better than economy seats. Your own mini-section the shell feature PTV better service are all perks. The downside is the padding…- it is like sitting on a board. I brought an extra pillow to sit on but it didn't help that much. Secondly is the recline. It's odd and doesn't really recline - it slides forward. With that said take a look at the cabin behind to your rear and see how comfortable they look.,4.0,Premium Economy,BOEING 747-400,2x4x2,let start fact better economy seats mini section feature ptv better service perks downside padding sitting board brought extra pillow sit help much secondly recline odd really recline slides forward said take look cabin rear see comfortable look
70,air-france,"""very disappointing once you're seated""",3rd January 2014,Good looking seats but very disappointing once you're seated. The comfort is horrible as they are very hard recline is minimal and an 8 hour flight is a torture.,1.0,Premium Economy,AIRBUS A340,2x4x2,good looking seats disappointing seated comfort horrible hard recline minimal hour flight torture
71,air-france,"""seats are designed for tiny petite people""",3rd January 2014,I am tall and have a large frame these seats are designed for tiny petite people. No Leg room very narrow and hard! Air France charges too much for an upgrade to a premium economy seat (seats behind bulkhead and galleys) I will not travel on this aircraft again!,2.0,Economy Class,AIRBUS A380,3x4x3,all large frame seats designed tiny petite people leg room narrow hard charges much upgrade premium economy seat seats bulkhead galleys travel aircraft
72,air-france,"""these are better than economy seats""",3rd January 2014,Let's start with the fact that these are better than economy seats. Your own mini-section the shell feature PTV better service are all perks. The downside is the padding…- it is like sitting on a board. I brought an extra pillow to sit on but it didn't help that much. Secondly is the recline. It's odd and doesn't really recline - it slides forward. With that said take a look at the cabin behind to your rear and see how comfortable they look.,4.0,Premium Economy,BOEING 747-400,2x4x2,let start fact better economy seats mini section feature ptv better service perks downside padding sitting board brought extra pillow sit help much secondly recline odd really recline slides forward said take look cabin rear see comfortable look
73,air-france,"""seats were hard narrow and very short""",3rd January 2014,The seats were hard narrow and very short which cut off circulation we were crammed into centre positions our knees hit the seat in front and the person next to me who was a little larger spread across my shoulder and had monopoly of the tiny hard little arm rest. The person in front threw back their seat and when we complained at mealtime we were told he was asleep and would we please leave him be. On arrival after a 13 hour trip over night with no sleep and the agony of such confinement our feet and ankles were swollen and we felt absolutely battered. Unfortunately we had flown to Paris 4 weeks before and it was exactly the same for this our return journey so we knew what we could expect.,1.0,Economy Class,BOEING 777-300ER,3x4x3,seats hard narrow short cut circulation crammed positions knees hit seat front person next little larger spread monopoly tiny hard little arm rest person front threw back seat complained told asleep would leave arrival hour trip night sleep confinement feet ankles felt absolutely battered unfortunately flown weeks exactly return journey knew could expect
74,air-france,"""seats are narrow and require more padding""",3rd January 2014,Shanghai-Paris and return - seats are narrow and require more padding. Both flights- tried looking cabins (showing wear & tear) and very poor IFE. I was quite surprised that Air France would operate these tried looking B777 on the Shanghai route. Cabin service good food average. IFE quality was very poor considering competition. I recommend Air France take a note of CX cabin revamp program and IFE system. I expected the fine French experience but did not get it.,5.0,Economy Class,BOEING 777-300ER,3x4x3,seats narrow require padding flights tried looking cabins showing wear tear poor quite surprised air would operate tried looking route cabin service good food average ife quality poor considering competition take system expected fine french experience get
75,air-france,"""disgraceful for a flag carrier""",20th April 2013,One of the middle seats disgraceful for a flag carrier. Almost as bad as Emirates 777 - the only difference is the footrest on AF. Never again.,1.0,Economy Class,BOEING 777-300ER,3x4x3,middle seats disgraceful flag carrier almost bad emirates difference footrest never
